,totalArea,handle,numberOfRooms,floor,floorOfHouse,furnished,shkola,supermarket,magazini,stoyanka,bolnitsa,poliklinika,ostonovki,detskaya_ploshatka,restorani,kafe,razvlekatelnie_zavedeniya,detskiy_sad,zelyonaya_zona,park,kuxniya,kabelnoe_tv,balkon,neighborhood,district,ownerType_Biznes,ownerType_Xususiy,buildType_Blokli,buildType_G_ishtli,buildType_Monolitli,buildType_Panelli,buildType_Yog_ochli,bathroomType_2_va_undan_ko_p_sanuzel,bathroomType_Alohida,bathroomType_Aralash,planType_Alohida_ajratilgan,planType_Aralash,planType_Aralash_alohida,planType_Kichik_oilalar_uchun,planType_Ko_p_darajali,planType_Pentxaus,planType_Studiya,repairType_Qoniqarsiz,repairType_Yaxshi,repairType_Zo_r,marketType_Ikkilamchi_bozor,marketType_Yangi_qurilgan_uylar,pricingMonth,pricingYear,tv_wm_ac_fridge,telefon_internet,district_code,neighborhood_code
0,54,1.0,2,1,4,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,299,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,2023,1,1,1,380
